Genus,Species,Clade,Higher Group,Order,Family,Extinct,Shape,Habitat,Total Length (cm),Fork Length (cm),Precaudal Length (cm),Head Length (cm),Snout Length (cm),OOL (cm),Head Height (cm),Mouth Width (cm),Dorsoventral Body Height (cm),Mediolateral Body Width (cm),Girth (cm),Prepectoral Length (cm),Prepelvic Length (cm),Bill Length (cm),Body Mass (g),Presence of Swimbladder,Presence of Heterocercal Caudal Fin,Specimen,Ontogenetic Status,Gender,Length As,N,drop,Reference,Weight Reference,Method of Measurement,Is Body Mass Estimated,Notes
Rhynchobatus,mononoke,Chondrichthyes,Chondrichthyes,Rhinopristiformes,Rhinidae,0,flattened,benthic,129.5,119.5285,110.2045,38.4615,19.943,18.5185,10.4895,8.4175,19.2955,10.4895,,,58.9225,,10527.8333131477,0,TRUE,KBF-I 1085,adult,male,total length,1,,Koeda et al. 2021,Gladston et al. 2018,mixed,TRUE,"Using length-weight equation for R. djiddensis. Cornea size treated as eye size because ""eye size"" appears to refer to entire orbit, whereas exposed eye is much smaller."
Rhynchobatus,mononoke,Chondrichthyes,Chondrichthyes,Rhinopristiformes,Rhinidae,0,flattened,benthic,195,182.13,166.92,58.89,30.42,28.47,16.965,13.65,30.81,16.965,,,91.26,,32819.2968261069,0,TRUE,KAUM-I 117802,,female,total length,1,,Koeda et al. 2021,Gladston et al. 2018,mixed,TRUE,"Using length-weight equation for R. djiddensis. Cornea size treated as eye size because ""eye size"" appears to refer to entire orbit, whereas exposed eye is much smaller."
Rhynchobatus,springeri,Chondrichthyes,Chondrichthyes,Rhinopristiformes,Rhinidae,0,flattened,benthic,112.6,,96.23,31.32,14.94,16.38,,,,17.71,,,,,,0,TRUE,IPPS 2009-338,adult,male,total length,1,,Compagno and Last 2010,,measured from figure/photo,,"Using length-weight equation for R. djiddensis. Cornea size treated as eye size because ""eye size"" appears to refer to entire orbit, whereas exposed eye is much smaller."
Trygonorrhina,fasciata,Chondrichthyes,Chondrichthyes,Rhinopristiformes,Rhinobatidae,0,flattened,benthic,104.6,,89.3,25.7382,12.5136,13.2246,,7.0152,,47.4,,,,,,0,TRUE,,,,total length,1,,Scott 1981,,reported measurements,,
Trygonorrhina,fasciata,Chondrichthyes,Chondrichthyes,Rhinopristiformes,Rhinobatidae,0,flattened,benthic,113.9,,99.4,26.607,12.397,14.21,,6.811,,49,,,,,,0,TRUE,,,,total length,1,,Scott 1981,,reported measurements,,
Centrophorus,granulosus,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,124.1,114.4202,101.1415,29.4117,7.0737,22.338,15.7607,11.169,18.4909,11.6654,,31.5214,72.5985,,12447.8816999909,0,TRUE,AMNH 78263,,,total length,1,,White et al. 2013,Casas et al. 2001,reported measurements,TRUE,
Centrophorus,granulosus,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,82,74.702,65.928,18.204,4.674,13.53,8.282,5.822,8.938,6.724,,16.81,46.904,,2661.96328480424,0,TRUE,MCZ S-1049,,,total length,1,,White et al. 2013,Casas et al. 2001,reported measurements,TRUE,
Centrophorus,granulosus,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,81.3,,67.2,21.369,8,13.369,8.669,7,12.27,,,16.75,,,,0,TRUE,TAU 12137,,,total length,1,,Baranes 2003,,mixed,,
Centrophorus,granulosus,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,86.91,76.207,71.393,16.499,2.668,13.831,7.759,,14.015,,,15.701,52.379,,,0,TRUE,,immature,female,total length,1,,McLaughlin and Morrisey 2004,,measured from figure/photo,,
Centrophorus,harrissoni,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,73.6,64,57.7024,17.296,5.52,11.776,,5.2256,,,,15.9712,,,,0,TRUE,AMS E.5570,immature,,total length,1,,Duffy 2007,,reported measurements,,
Centrophorus,harrissoni,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,59.7,51,45.969,14.5071,4.3581,10.149,,4.2984,,,,13.9698,31.8798,,,0,TRUE,NMNZ P.20150,immature,,total length,1,,Duffy 2007,,reported measurements,,
Centrophorus,harrissoni,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,100.5,88,80.7015,22.914,7.035,15.879,8.346,6.633,13.275,,,22.0095,55.074,,,0,TRUE,NMNZ P.34938,adult,male,total length,1,,Duffy 2007,,mixed,,
Centrophorus,moluccensis,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,78.5,69.5,58.2,16.21,3.41,12.8,,5.13,,,,16.21,42.4,,2340,0,TRUE,,adult,,total length,1,,Pradeep et al. 2017,Pradeep et al. 2017,reported measurements,FALSE,
Centrophorus,moluccensis,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,87.5,77,70.9625,18.2875,4.4625,13.825,,5.775,,,,17.325,49.7,,,0,TRUE,AMS E.5211,adult,,total length,1,,Duffy 2007,,reported measurements,,
Centrophorus,seychellorum,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,65.2,,55.3,16.2,8,8.2,6.85,4.9,11.86,,,15.1,,,,0,TRUE,HUJ 18447,,,total length,1,,Baranes 2003,,mixed,,
Centrophorus,seychellorum,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,79.7,,65.9,17.2,8.1,9.1,6.66,5.7,11.42,,,16.7,,,,0,TRUE,HUJ 18446,,,total length,1,,Baranes 2003,,mixed,,
Centrophorus,squamosus,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,130,114,103,29,6,23,18,19,21,30,,25.3,78,,11200,0,TRUE,IFAN Centr-squa 01,,,total length,1,,Diatta et al. 2019,Diatta et al. 2019,reported measurements,FALSE,
Centrophorus,uyato,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,82,72.9964,65.6984,18.3024,3.5014,14.801,10.2992,5.904,10.4796,9.8974,,17.4988,47.601,,3235,0,TRUE,ZMUB 21441,,,total length,1,,Wienerroither et al. 2015,Wienerroither et al. 2015,reported measurements,FALSE,
Centroscyllium,excelsum,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,fusiform,demersal,56.2,47.84,41.8128,12.7012,2.4728,10.2284,4.698,4.777,7.255849,,,12.7012,,,,0,TRUE,HUMZ 59470,,,total length,1,,Shirai and Nakaya 1990,,mixed,,"Length-weight relationship for Centroscyllium fabricii, as no weights have been reported for C. excelsum and weights in general for Centroscyllium are rare"
Centroscyllium,excelsum,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,fusiform,demersal,53.4,,39.8898,11.6946,2.5632,9.1314,,5.1264,,,,,,,,0,TRUE,,,,total length,1,,Shirai and Nakaya 1990,,reported measurements,,"Length-weight relationship for Centroscyllium fabricii, as no weights have been reported for C. excelsum and weights in general for Centroscyllium are rare"
Centroscyllium,excelsum,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,fusiform,demersal,63.6,,48.0816,14.31,3.18,11.13,,6.4236,,,,,,,,0,TRUE,,,,total length,1,,Shirai and Nakaya 1990,,reported measurements,,"Length-weight relationship for Centroscyllium fabricii, as no weights have been reported for C. excelsum and weights in general for Centroscyllium are rare"
Centroscymnus,coelolepis,Chondrichthyes,Chondrichthyes,Squaliformes,Somniosidae,0,fusiform,demersal,92.85,,72.33015,18.1986,4.36395,13.83465,,9.37785,,,,,,,,0,TRUE,,,mixed,total length,8,,Mas et al. 2020,,reported measurements,,
Centroscymnus,coelolepis,Chondrichthyes,Chondrichthyes,Squaliformes,Somniosidae,0,fusiform,demersal,116.5,110.446,98.2,29.389,8.5,20.889,14.145,12.5,20.883,,,27.79,,,,0,TRUE,TAU 12132,,female,total length,1,,Baranes 2003,,mixed,,
Centroscymnus,coelolepis,Chondrichthyes,Chondrichthyes,Squaliformes,Somniosidae,0,fusiform,demersal,90.363,83.967,74.038,17.809,2.645,15.164,9.56,,16.626,,,17.89,59.72,,,0,TRUE,CSIRO H6059-09,,male,total length,1,,McGrouther 2019,,measured from figure/photo,,
Cirrhigaleus,australis,Chondrichthyes,Chondrichthyes,Squaliformes,Squalidae,0,fusiform,demersal,97,88.27,76.339,18.915,6.111,12.804,8.371,7.469,13.774,13.289,,18.236,52.477,,5309.16268257307,0,TRUE,CSIRO H 5789-01,,,total length,1,,White et al. 2007,Pulver and Whatley 2016,mixed,TRUE,Length-weight equation for the closely-related Cirrhigaleus asper used as no length-weight equation available for C. australis. Height of head remeasured at chondrocranium. Height of head at pectoral fins per definition of Compagno 1984 is 11.64 cm
Cirrhigaleus,barbifer,Chondrichthyes,Chondrichthyes,Squaliformes,Squalidae,0,fusiform,demersal,98.6,82.923,75.686,16.221,4.5970314,12.906,14.8886,11.1418,14.8886,16.762,,16.185,54.225,,5578.06638804787,0,TRUE,WAM P.33376.001a,adult,,total length,1,,Kempster et al. 2013,Pulver and Whatley 2016,mixed,TRUE,Measurements apparently taken by authors but supplementary information is not associated with paper and cannot get a copy from authors. Length-weight equation for the closely-related Cirrhigaleus asper used as no length-weight equation available for C. barbifer
Cirrhigaleus,barbifer,Chondrichthyes,Chondrichthyes,Squaliformes,Squalidae,0,fusiform,demersal,125.5,103.472,95.2,18.691,5.2970294,15.846,17.4445,14.558,21.9625,19.9545,,18.813,70.581,,11557.9137063684,0,TRUE,WAM P.33376.001b,adult,,total length,1,,Kempster et al. 2013,Pulver and Whatley 2016,mixed,TRUE,Measurements apparently taken by authors but supplementary information is not associated with paper and cannot get a copy from authors. Length-weight equation for the closely-related Cirrhigaleus asper used as no length-weight equation available for C. barbifer
Cirrhigaleus,barbifer,Chondrichthyes,Chondrichthyes,Squaliformes,Squalidae,0,fusiform,demersal,92.2,,74.682,16.135,4.0568,12.0782,,5.6242,9.1278,13.0002,,16.5038,49.327,,4554.73146528993,0,TRUE,NMNZ 5105,,,total length,1,,Garrick and Paul 1971a,Pulver and Whatley 2016,reported measurements,TRUE,Length-weight equation for the closely-related Cirrhigaleus asper used as no length-weight equation available for C. barbifer. May be C. australis as per White et al. (2007).
Cirrhigaleus,barbifer,Chondrichthyes,Chondrichthyes,Squaliformes,Squalidae,0,fusiform,demersal,108.2,,90.0224,20.558,5.0854,15.4726,,7.6822,12.5512,16.0136,,20.8826,61.4576,,7384.85076117466,0,TRUE,NMNZ 5163,,,total length,1,,Garrick and Paul 1971a,Pulver and Whatley 2016,reported measurements,TRUE,Length-weight equation for the closely-related Cirrhigaleus asper used as no length-weight equation available for C. barbifer. May be C. australis as per White et al. (2007).
Cirrhigaleus,barbifer,Chondrichthyes,Chondrichthyes,Squaliformes,Squalidae,0,fusiform,demersal,99.4,91.1498,78.9236,20.377,5.467,14.91,10.767,7.8526,12.8226,13.1208,,19.88,53.4772,,5715.8691281636,0,TRUE,CSIRO H 5875-09,,,total length,1,,White et al. 2007,Pulver and Whatley 2016,reported measurements,TRUE,Length-weight equation for the closely-related Cirrhigaleus asper used as no length-weight equation available for C. barbifer. Height of head remeasured at chondrocranium. Height of head at pectoral fins per definition of Compagno 1984 is 12.13 cm
Cirrhigaleus,barbifer,Chondrichthyes,Chondrichthyes,Squaliformes,Squalidae,0,fusiform,demersal,71.5,62.9915,54.626,14.2285,4.0755,10.153,6.2205,4.7905,10.868,6.721,,14.014,35.178,,2113.38996963954,0,TRUE,CAS SU 13901,,,total length,1,,White et al. 2007,Pulver and Whatley 2016,reported measurements,TRUE,Length-weight equation for the closely-related Cirrhigaleus asper used as no length-weight equation available for C. barbifer
Dalatias,licha,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,fusiform,demersal,142,,98.4,26,3.64,18.53,9.72,10.79,19.6,,,19.47,74.82,,22000,0,TRUE,,,,total length,1,,Tagliafico et al. 2007,Tagliafico et al. 2007,mixed,FALSE,
Deania,calcea,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,80.5,71.645,65.1245,19.481,7.728,11.753,,5.635,,,,19.5615,50.554,,,0,TRUE,,,,total length,19,,Rodríguez-Cabello et al. 2020,,reported measurements,,
Deania,calcea,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,87.5,78.4,71.225,21.6125,9.0125,12.6,,6.125,,,,21.7,55.65,,,0,TRUE,,,,total length,12,,Rodríguez-Cabello et al. 2020,,reported measurements,,
Deania,calcea,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,82.88,71.56,64.93,19.08,6.77,12.31,6.22,7.51,10.15,8.93,,19.25,50.42,,2501.14384875146,0,TRUE,,,male,total length,1,,Duffy pers. comm. (iNaturalist),Casas et al. 2001,measured from figure/photo,TRUE,"Downloaded from iNaturalist with permission at https://www.inaturalist.org/observations/4074563. Reported total length is 90.3 cm, but picture measures 82.9, could be because reported measurement is over curves. Considered to be a juvenile but is within the size range of adult Deania calcea in other studies, hence not flagged as juvenile here"
Deania,profundorum,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,52.5,46.41,42,13.1775,7.2975,5.88,,3.885,,,,13.02,31.4475,,,0,TRUE,,,,total length,13,,Rodríguez-Cabello et al. 2020,,reported measurements,,Length-weight equation of Deania calcea used
Deania,profundorum,Chondrichthyes,Chondrichthyes,Squaliformes,Centrophoridae,0,fusiform,demersal,68.2,60.016,54.3554,16.4362,9.0706,7.3656,,4.7058,,,,16.6408,41.3292,,,0,TRUE,,,,total length,12,,Rodríguez-Cabello et al. 2020,,reported measurements,,Length-weight equation of Deania calcea used
Etmopterus,granulosus,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,elongate,pelagic,58.34,47.232064,45.627714,12.741456,2.68364,10.057816,,6.044024,4.5445203144,7.800058,,12.741456,32.58289,,993.81502742543,0,TRUE,,,female,total length,11,,Yano 1997,Finucci 2017,reported measurements,TRUE,"Mix of mature and immature specimens based on reported total length at maturity, but authors do not report proportions for separate age classes. Mean total length close enough to length at maturity to seem reasonable."
Etmopterus,granulosus,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,elongate,pelagic,52.37,42.100243,40.775282,11.500452,2.246673,9.253779,,5.127023,4.1916989896,6.933788,,11.500452,29.023454,,710.389908080853,0,TRUE,,,male,total length,10,,Yano 1997,Finucci 2017,reported measurements,TRUE,"Mix of mature and immature specimens based on reported total length at maturity, but authors do not report proportions for separate age classes. Mean total length close enough to length at maturity to seem reasonable."
Etmopterus,spinax,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,elongate,pelagic,42.7,,34.8052608789781,12.8869,3.65214746,9.23475254,5.7564,5.61224495,7.6437,,,8.03340549902576,,,311.6,0,TRUE,,,,total length,1,,Więcaszek et al. 2018,Więcaszek et al. 2018,mixed,FALSE,
Etmopterus,unicolor,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,fusiform,pelagic,53.83,43.758407,42.218869,12.472411,2.513861,9.95855,,5.571405,6.265812,7.85918,,12.510092,30.570057,,721.822102389917,0,TRUE,,,female,total length,13,,Yano 1997,Torres et al. 2012,reported measurements,TRUE,"Mix of mature and immature specimens based on reported total length at maturity, but authors do not report proportions for separate age classes. Mean total length close enough to reported length at maturity to seem reasonable. Length-weight equation for E. spinax used, which is similar in body shape and size"
Etmopterus,unicolor,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,fusiform,pelagic,47.63,38.380254,37.070429,10.597675,1.962356,8.635319,,5.148803,5.034491,6.549125,,10.597675,26.353679,,496.193101376249,0,TRUE,,,male,total length,10,,Yano 1997,Torres et al. 2012,reported measurements,TRUE,"Mix of mature and immature specimens based on reported total length at maturity, but authors do not report proportions for separate age classes. Mean total length close enough to reported length at maturity to seem reasonable. Length-weight equation for E. spinax used, which is similar in body shape and size"
Etmopterus,unicolor,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,fusiform,pelagic,49.69,40.879963,38.927146,10.464714,2.13667,8.328044,,4.67086,4.934217,6.593863,,10.464714,27.319562,,564.903724084509,0,TRUE,,,female,total length,29,,Yano 1997,Torres et al. 2012,reported measurements,TRUE,"Mix of mature and immature specimens based on reported total length at maturity, but authors do not report proportions for separate age classes. Mean total length close enough to reported length at maturity to seem reasonable. Length-weight equation for E. spinax used, which is similar in body shape and size"
Etmopterus,unicolor,Chondrichthyes,Chondrichthyes,Squaliformes,Etmopteridae,0,fusiform,pelagic,48.45,40.00032,38.26581,10.421595,2.08335,8.338245,,4.5543,5.2326,6.77331,,10.615395,26.255055,,522.826212309664,0,TRUE,,,male,total length,17,,Yano 1997,Torres et al. 2012,reported measurements,TRUE,"Mix of mature and immature specimens based on reported total length at maturity, but authors do not report proportions for separate age classes. Mean total length close enough to reported length at maturity to seem reasonable. Length-weight equation for E. spinax used, which is similar in body shape and size"
Euprotomicroides,zantedeschia,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,neritic,53,48,43.513,12.879,2.438,10.441,,3.71,7.95,3.657,,11.925,34.238,,710,0,TRUE,RMNH.PISC.35639,,,total length,1,,Stehlmann et al. 2016,Stehlmann et al. 2016,reported measurements,FALSE,This specimen was the only one in the study that had mass
Euprotomicroides,zantedeschia,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,neritic,17.6,,13.8,4.15,0.85,3.3,,1.5,2.4,1.65,,4.35,9.95,,,0,TRUE,SAM 23755,,,total length,1,,Hulley and Penrith 1966,,reported measurements,,Holotype
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,35.1,,30.0105,7.0902,0.9828,6.1074,,,3.4398,3.7908,,7.1955,21.5163,,122.605524306449,0,TRUE,USNM 188383a,,male,total length,1,,Garrick and Springer 1964,Largacha et al. 2010,reported measurements,TRUE,
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,38.9,,33.1039,8.0134,1.0503,6.9631,,,3.8122,4.5124,,8.0912,23.6901,,183.823668634183,0,TRUE,USNM 188383b,,male,total length,1,,Garrick and Springer 1964,Largacha et al. 2010,reported measurements,TRUE,
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,41.6,,35.6928,8.4032,1.0816,7.3216,,,3.9104,4.4928,,8.6528,26.2912,,375.215614993474,0,TRUE,USNM 188385,,female,total length,1,,Garrick and Springer 1964,Largacha et al. 2010,reported measurements,TRUE,
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,42.6,39.35,35.6136,8.8608,1.1928,7.668,3.39,,4.2174,4.9842,,8.9886,25.986,,304.373672026581,0,TRUE,USNM 188382,,female,total length,1,,Garrick and Springer 1964,Largacha et al. 2010,mixed,TRUE,
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,33.5,,28.5085,7.0015,0.871,6.1305,,,3.3835,3.7855,,7.102,20.904,,102.017937637909,0,TRUE,USNM 190039,,male,total length,1,,Garrick and Springer 1964,Largacha et al. 2010,reported measurements,TRUE,
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,35.8,,30.3942,7.16,1.074,6.086,,,3.7948,4.1886,,7.3032,21.6948,,173.261068747066,0,TRUE,USNM 190034,,female,total length,1,,Garrick and Springer 1964,Largacha et al. 2010,reported measurements,TRUE,
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,24.294,,,5.2790862,0.740967,4.5381192,,,,,,,14.9310924,,,0,TRUE,,,mixed,total length,110,,Jahn and Haedrich 1988,,reported measurements,,
Isistius,brasiliensis,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,33.4,31.455,28.3,6.783,0.686,6.097,2.798,,3.49,,,6.614,21.198,,,0,TRUE,,,unknown,total length,1,,Randall 1997,,measured from figure/photo,,
Isistius,plutodus,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,42.3,39.66,36.7164,7.9101,0.8883,6.95835,3.47,8.34,4.1031,4.1454,,8.1216,28.8063,,297.483424977677,0,TRUE,USNM 188386,,female,total length,1,,"Garrick and Springer 1964, Jahn and Haedrich 1988",Largacha et al. 2010,mixed,TRUE,Length-weight equation for I. brasiliensis used
Isistius,plutodus,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,42,39.48,36.582,7.98,1.092,6.888,3.15,3.444,3.99,3.738,,7.644,28.182,,290.701775001271,0,TRUE,AtlantNIRO 23074,,female,total length,1,,Stehmann and Kukuev 2015,Largacha et al. 2010,reported measurements,TRUE,Length-weight equation for I. brasiliensis used
Isistius,plutodus,Chondrichthyes,Chondrichthyes,Squaliformes,Dalatiidae,0,elongate,pelagic,33,29.997,28.512,6.501,0.891,5.61,2.508,3.993,2.409,2.607,,6.501,22.011,,133.077657581684,0,TRUE,AtlantNIRO 24000,,female,total length,1,,Stehmann and Kukuev 2015,Largacha et al. 2010,reported measurements,TRUE,Length-weight equation for I. brasiliensis used
Oxynotus,centrina,Chondrichthyes,Chondrichthyes,Squaliformes,Oxynotidae,0,fusiform,demersal,53.3,,42.0004,10.5001,2.7183,7.7818,,3.8909,9.0077,,,9.1143,32.8861,,1649,0,TRUE,,immature,,total length,1,,Kousteni and Megalofonu 2016,Scacco et al. 2012,reported measurements,FALSE,
Oxynotus,centrina,Chondrichthyes,Chondrichthyes,Squaliformes,Oxynotidae,0,fusiform,demersal,56.5,,46.4995,11.074,2.825,8.249,,4.294,10.283,,,10.2265,36.725,,1703,0,TRUE,,immature,,total length,1,,Kousteni and Megalofonu 2016,Kousteni and Megalofonu 2016,reported measurements,FALSE,
Oxynotus,centrina,Chondrichthyes,Chondrichthyes,Squaliformes,Oxynotidae,0,fusiform,demersal,79,,55.616,13.114,3.002,10.112,,5.214,10.27,,,12.798,44.398,,5020,0,TRUE,,,,total length,1,,Kousteni and Megalofonu 2016,Kousteni and Megalofonu 2016,reported measurements,FALSE,
